DATE,R_F,R_MKT,R_ME,R_IA,R_ROE,R_EG,MOM
19680521,0.0212,0.5813,0.3278,-0.4361,0.3307,-0.1404,0.76
19680522,0.0212,0.3182,0.7706,-0.6279,-0.1802,-0.2157,0.38
19680523,0.0212,-0.126,0.3586,-0.5746,-0.0161,-0.2058,-0.01
19680524,0.0212,0.3077,0.3173,-0.0424,0.1181,-0.043,0.16
19680527,0.0212,-0.0402,0.5205,-0.1687,-0.1155,-0.3919,0.48
19680528,0.0212,0.6202,0.0757,-0.0136,0.6394,-0.1748,0.5
19680529,0.0212,0.3175,0.1869,-0.2782,0.3399,0.1572,0.64
19680531,0.0212,0.7607,0.1242,-0.2391,-0.1994,0.1512,0.63
19680603,0.026,1.2535,-0.3458,0.0484,0.1706,0.2879,1.05
19680604,0.026,0.5246,0.3601,-0.2755,-0.3181,-0.5136,0.01
19680605,0.026,-0.4706,-0.0513,0.4086,-0.0482,0.3145,-0.25
19680606,0.026,0.8908,0.3799,-0.5775,-0.4102,-0.7063,0.58
19680607,0.026,0.6678,0.1617,-0.1568,-0.0946,-0.4644,0.3
19680610,0.026,0.1061,0.0237,-0.0384,0.3726,-0.1066,-0.2
19680611,0.026,0.2301,0.1375,0.0572,-0.0963,0.1245,-0.2
19680613,0.026,-0.4345,-0.3034,0.4525,0.5776,0.1754,-0.56
19680614,0.026,-0.1595,-0.1575,0.5419,-0.1651,0.1375,-0.76
19680617,0.026,-1.1194,-0.3493,0.6581,-0.2544,0.2558,-1.15
19680618,0.026,-0.1183,0.0419,0.1125,-0.2095,-0.0715,-0.39
19680620,0.026,0.5097,-0.2401,0.2106,0.1256,0.3272,-0.26
19680621,0.026,0.1427,0.0789,0.1379,-0.234,-0.0426,-0.19
19680624,0.026,-0.3878,-0.042,0.5367,0.0314,-0.0226,-0.04
19680625,0.026,-0.4341,-0.4059,-0.2874,0.0948,0.439,-0.46
19680627,0.026,-0.1689,-0.1088,0.1232,0.2124,0.0342,0.14
19680628,0.026,-0.3432,0.3597,0.4843,-0.1356,-0.221,0.25
19680701,0.0281,-0.2312,0.2098,0.121,-0.1212,-0.1245,-0.17
19680702,0.0281,0.4141,0.0679,-0.3291,-0.3471,-0.2529,0.82
19680703,0.0281,1.2465,0.4222,-0.1983,0.0057,-0.0218,0.72
19680708,0.0281,1.0611,0.1518,-0.4333,-0.3059,0.0678,0.96
19680709,0.0281,0.2714,-0.1661,0.175,-0.0092,-0.121,0.12
19680711,0.0281,0.0987,0.0108,0.9903,0.2362,0.4656,-0.38
19680712,0.0281,-0.0559,0.2179,-0.2014,-0.4731,0.0813,-0.21
19680715,0.0281,-0.1646,0.1673,0.4354,0.1279,0.4746,0.23
19680716,0.0281,-0.5357,-0.0148,0.4,-0.2517,0.5349,-0.11
19680718,0.0281,-0.3455,0.1434,0.578,0.2948,0.9593,0.39
19680719,0.0281,-0.9436,-0.1916,0.4753,-0.4634,0.5539,-1.18
19680722,0.0281,-1.4224,-0.7404,0.6442,-0.227,0.4609,-1.03
19680723,0.0281,-0.2476,-0.2048,-0.3123,-0.0922,-0.4173,0.26
19680725,0.0281,-1.306,0.1113,0.3786,-0.065,0.6145,-0.77
19680726,0.0281,0.2637,-0.5874,0.4765,0.1003,0.0379,-0.19
19680729,0.0281,-0.8762,-0.5518,-0.1868,-0.2613,0.1667,-0.52
19680730,0.0281,0.1117,-0.2172,-0.1991,-0.2766,0.077,0.54
19680801,0.0248,-0.5422,-0.0767,0.4733,0.2878,0.4262,0.09
19680802,0.0248,-0.566,-0.1165,-0.2426,-0.1501,-0.187,-0.19
19680805,0.0248,0.3841,0.3734,-0.2423,-0.255,-0.1688,0.72
19680806,0.0248,0.4532,0.3951,0.0572,-0.0187,0.0618,0.47
19680808,0.0248,-0.2449,-0.0825,-0.0159,-0.2894,0.0764,0.02
19680809,0.0248,0.0291,0.0234,-0.1741,-0.2169,-0.1464,0.17
19680812,0.0248,0.9905,0.2161,-0.3142,-0.1237,0.0401,0.71
19680813,0.0248,0.4429,0.022,-0.0774,-0.1528,0.2922,0.6
19680815,0.0248,-0.3895,0.5303,-0.2131,-0.0432,-0.0454,0.25
19680816,0.0248,0.5856,0.1338,0.138,0.2328,0.2087,0.07
19680819,0.0248,0.3406,0.2079,0.0458,0.1535,0.1664,0.52
19680820,0.0248,0.006,-0.1273,-0.1614,-0.1815,0.1372,0.28
19680822,0.0248,-0.3177,-0.0983,0.2648,0.0637,0.4256,-0.34
19680823,0.0248,0.0295,0.3661,0.1639,-0.3766,0.0069,-0.7
19680826,0.0248,0.2274,-0.1163,0.2075,0.0642,0.3345,-0.02
19680827,0.0248,-0.192,0.2895,0.2061,0.0979,-0.0255,-0.32
19680829,0.0248,-0.1155,0.0868,0.355,0.6297,0.3474,-0.03
19680830,0.0248,0.2137,0.1075,0.0198,-0.354,-0.3917,-0.09
19680903,0.0247,0.3684,0.0227,-0.1984,0.021,-0.016,0.11
19680904,0.0247,0.61,-0.0233,0.1333,-0.162,0.1224,-0.07
19680905,0.0247,0.7,-0.4219,0.2562,-0.5708,0.2597,-0.38
19680906,0.0247,0.4248,0.0681,0.1807,-0.0376,-0.4566,-0.14
19680909,0.0247,0.1267,0.3302,-0.2374,-0.4951,-0.232,-0.1
19680910,0.0247,-0.4984,0.1901,-0.0784,-0.0797,0.2153,0.04
19680912,0.0247,-0.2036,0.2844,0.4597,0.3773,0.5653,0.36
19680913,0.0247,0.3648,0.2078,-0.4541,-0.2419,-0.1564,0.35
19680916,0.0247,0.378,-0.1715,0.0759,-0.0332,0.1667,-0.19
19680917,0.0247,0.2359,-0.2485,-0.2001,-0.3247,-0.2799,-0.18
19680919,0.0247,0.1607,0.2043,-0.3557,-0.1664,-0.315,-0.17
19680920,0.0247,0.1098,-0.1829,-0.176,-0.8543,-0.4171,-0.81
19680923,0.0247,0.5664,-0.2725,-0.0071,-0.1459,0.1747,0.1
19680924,0.0247,0.3669,0.3838,-0.0162,0.0071,-0.2675,-0.01
19680926,0.0247,-0.2004,0.0933,0.107,0.0692,-0.1229,0.07
19680927,0.0247,0.0666,0.4883,-0.1468,-0.4606,-0.5312,0.07
19680930,0.0247,0.4069,0.4203,0.14,-0.1688,0.1116,0.09
19681001,0.0244,0.1612,0.2312,0.2951,-0.1202,-0.0884,-0.77
19681003,0.0244,0.3428,0.0006,0.1519,-0.0207,-0.2463,-0.42
19681004,0.0244,0.2624,-0.4292,0.0711,0.0657,0.4721,0.27
19681007,0.0244,-0.0327,-0.0959,0.0114,-0.0283,-0.1435,-0.31
19681008,0.0244,-0.0539,-0.1624,0.0091,0.0782,-0.3335,-0.2
19681010,0.0244,-0.42,0.1486,0.1698,0.3748,0.1138,-0.36
19681011,0.0244,0.0034,0.3649,0.073,-0.1615,-0.1014,0.02
19681014,0.0244,0.1613,0.1408,-0.055,0.0819,-0.2126,-0.41
19681015,0.0244,0.1865,-0.0425,0.0874,-0.4155,0.0943,-0.49
19681017,0.0244,0.485,-0.4139,0.5559,0.0256,0.8663,0.17
19681018,0.0244,0.6893,-0.3203,0.075,0.2332,0.5073,-0.04
19681021,0.0244,0.1432,-0.0671,0.0983,0.0821,0.4431,-0.11
19681022,0.0244,-0.3389,0.101,-0.0837,-0.2041,0.1227,0.2
19681024,0.0244,-0.6281,0.4545,0.0159,0.0187,0.0529,0.25
19681025,0.0244,0.3117,0.1047,0.3188,0.1622,0.1235,0.26
19681028,0.0244,-0.3154,-0.098,0.4212,0.0851,-0.0215,-0.11
19681029,0.0244,-0.5748,-0.3472,0.2146,0.1138,0.5259,0.08
19681031,0.0244,0.0523,-0.2408,0.2303,0.1267,0.3486,0.14
19681101,0.0262,-0.3674,-0.1486,-0.0664,0.0921,0.1443,0
19681104,0.0262,0.0153,-0.1804,0.1288,0.2794,0.1635,-0.45
19681106,0.0262,0.1816,0.129,0.1663,0.0325,0.0351,0.27
19681107,0.0262,0.2706,-0.1027,-0.0496,0.4528,0.197,-0.11
19681108,0.0262,0.5172,0.2153,0.1988,-0.4289,-0.3023,0.19
19681112,0.0262,0.7426,0.3751,-0.386,-0.1606,0.1278,0.02
19681113,0.0262,0.5585,0.466,-0.6116,0.0033,0.1539,0.22
19681114,0.0262,0.0956,0.4423,-0.2223,-0.0003,-0.2643,0
19681115,0.0262,0.5647,0.4473,0.2855,0.2691,-0.1241,0.41
19681118,0.0262,0.16,-0.0037,0.2387,-0.0261,-0.0339,-0.2
19681119,0.0262,0.2861,0.2661,-0.3286,-0.2308,-0.1797,0.04
19681121,0.0262,-0.0507,0.3857,-0.4326,-0.08,-0.2154,0.46
19681122,0.0262,0.4467,0.1451,-0.3321,-0.2734,0.1898,0.06
19681125,0.0262,0.2587,0.1205,-0.0263,-0.1833,-0.3672,0.08
19681126,0.0262,0.6614,0.0199,-0.1615,-0.0478,-0.327,-0.05
19681127,0.0262,0.4205,0.263,-0.0126,0.0899,0.3225,0.51
19681129,0.0262,0.556,-0.2052,0.2208,-0.2466,-0.3973,0.03
19681202,0.0236,-0.1883,0.2161,0.4649,0.263,-0.1083,-0.03
19681203,0.0236,-0.099,0.0922,-0.0272,0.4667,-0.0736,0.19
19681205,0.0236,-0.2884,0.6575,0.2545,0.3233,-0.1371,0.35
19681206,0.0236,0.2572,0.1491,0.3753,-0.2247,-0.1154,-0.01
19681209,0.0236,-0.1841,0.3642,0.1445,-0.4482,-0.2374,-0.13
19681210,0.0236,-0.1825,0.2409,-0.2161,-0.0137,0.2797,-0.04
19681212,0.0236,-0.041,0.2115,0.0595,-0.3194,-0.562,0.47
19681213,0.0236,0.2752,0.0777,0.3953,-0.4892,-0.0801,0.31
19681216,0.0236,-0.3921,0.154,-0.0146,-0.3049,-0.0047,0.15
19681217,0.0236,-0.4555,-0.104,0.0002,0.2882,0.2151,-0.25
19681219,0.0236,0.232,-0.0451,-0.1929,0.1315,-0.0727,-0.34
19681220,0.0236,-0.4903,0.5632,0.5083,-0.0405,-0.2588,0.24
19681223,0.0236,-1.0508,0.2984,0.3158,-0.2211,0.0605,-0.21
19681224,0.0236,-0.1332,0.1477,-0.0966,-0.0309,0.077,-0.72
19681226,0.0236,0.1081,0.2145,-0.132,-0.196,-0.0074,-0.28
19681227,0.0236,-0.3842,0.2117,0.2633,0.0484,0.0014,-0.11
19681230,0.0236,-1.0445,-0.5553,0.3916,-0.0547,0.1296,-0.22
19681231,0.0236,0.0752,0.3204,0.1289,0.0063,0.0049,0.43
19690102,0.0228,0.0859,0.235,0.2221,-0.1301,-0.2399,-1.03
19690103,0.0228,-0.0103,-0.0497,0.2342,0.0666,-0.2293,-0.56
19690106,0.0228,-1.5163,-0.2211,0.0221,-0.0631,-0.0132,-0.34
19690107,0.0228,-1.3705,-0.9183,-0.3534,0.0132,0.1262,-0.61
19690108,0.0228,-0.5103,-0.2185,-0.1359,0.0773,-0.2642,-0.18
19690109,0.0228,0.3974,0.1186,-0.2663,0.0627,0.1167,0.11
19690110,0.0228,-0.2973,0.0255,0.2602,-0.3269,-0.0052,0.3
19690113,0.0228,-0.7302,-0.9152,0.3581,0.0504,0.3044,-0.34
19690114,0.0228,0.734,0.0068,-0.1686,0.2452,0.0653,0.22
19690115,0.0228,0.6041,0.707,0.0508,-0.0147,-0.0631,0.59
19690116,0.0228,0.5531,0.4681,0.2097,0.3003,0.4368,0.26
19690117,0.0228,-0.098,0.3056,0.0904,0.2204,-0.0564,-0.03
19690120,0.0228,-0.2037,0.2186,0.0464,-0.1282,0.0046,0.32
19690121,0.0228,-0.1299,0.178,-0.0959,0.1173,0.4654,0.04
19690122,0.0228,0.393,0.2179,0.0539,-0.0144,-0.2378,0.34
19690123,0.0228,0.5219,0.2966,0.1782,-0.3057,-0.2036,0.45
19690124,0.0228,-0.0628,-0.1196,0.0448,-0.0817,-0.1477,0.09
19690127,0.0228,-0.0066,-0.0879,0.0814,-0.046,0.0996,0.13
19690128,0.0228,0.0271,0.0988,0.0188,0.0367,0.2783,0.22
19690129,0.0228,0.0728,-0.139,0.0174,-0.486,-0.1488,-0.05
19690130,0.0228,-0.032,-0.1267,-0.1056,0.243,0.0532,-0.24
19690131,0.0228,0.368,-0.3452,0.4341,0.1227,0.1004,0.15
19690203,0.0256,-0.0967,-0.1839,0.4054,-0.1911,0.0637,0.21
19690204,0.0256,-0.0007,0.0147,0.0364,-0.1567,0.2105,0.01
19690205,0.0256,0.1397,-0.2128,-0.0372,0.0036,0.1894,-0.16
19690206,0.0256,0.3145,-0.3333,-0.2588,0.0428,-0.0374,-0.08
19690207,0.0256,0.0824,-0.1154,-0.1377,0.0058,0.3393,0.04
19690211,0.0256,0.0762,0.2411,-0.2158,0.3452,0.0921,-0.15
19690212,0.0256,-0.0498,0.0117,0.1261,0.209,0.1286,0.12
19690213,0.0256,0.0322,-0.2032,0.0829,0.225,0.2341,-0.18
19690214,0.0256,-0.1128,-0.2324,0.0643,0.0406,0.0524,0.11
19690217,0.0256,-1.2787,-0.3324,0.1153,0.2564,-0.3038,-0.14
19690218,0.0256,-1.1972,-0.5521,0.2377,-0.2331,0.5021,-0.91
19690219,0.0256,-0.8062,-0.0553,0.056,0.0471,0.1682,-0.01
19690220,0.0256,-0.9544,-0.4829,0.0547,-0.0463,0.0625,-0.44
19690224,0.0256,-1.2776,-0.6868,0.1242,0.1066,0.4776,-0.36
19690225,0.0256,-0.7496,-0.4457,0.1718,0.2221,0.1997,-0.07
19690226,0.0256,0.4105,-0.1349,-0.2173,-0.0833,-0.0686,0.22
19690227,0.0256,-0.465,-0.2014,0.3118,0.4255,0.2258,-0.19
19690228,0.0256,-0.0502,-0.179,-0.0369,-0.12,-0.09,0.22
19690303,0.024,0.1723,-0.1932,-0.0479,0.2695,0.3185,-0.05
19690304,0.024,0.9895,-0.0181,0.0095,0.023,-0.2302,0.61
19690305,0.024,0.3342,0.0954,0.1321,-0.1395,0.3044,0.02
19690306,0.024,-1.1828,-0.0337,-0.047,0.2594,0.2878,-0.36
19690307,0.024,-0.1833,-0.6685,0.243,-0.2182,0.2263,0.1
19690310,0.024,0.3531,-0.1258,0.1223,0.0073,0.1173,0.11
19690311,0.024,0.3937,0.2068,0.0173,-0.0303,-0.022,0.49
19690312,0.024,-0.2897,-0.1087,0.3316,-0.0626,0.2971,0.15
19690313,0.024,-0.7166,0.0314,0.2394,0.1519,0.0059,0.33
19690314,0.024,-0.5156,-0.2277,0.1645,0.2685,0.2604,-0.15
19690317,0.024,0.2071,-0.383,-0.306,0.1464,0.0478,-0.1
19690318,0.024,0.2849,0.4762,-0.1057,0.2913,-0.1983,0.37
19690319,0.024,0.7166,0.2,-0.2112,0.4143,0.006,0.46
19690320,0.024,0.6195,0.3042,-0.4102,-0.2053,0.0022,0.22
19690321,0.024,-0.2024,0.2697,0.1122,0.0539,0.3561,0.23
19690324,0.024,-0.1584,0.0326,0.1136,0.1189,0.2654,0.21
19690325,0.024,0.1175,-0.0615,0.3057,0.1831,0.3421,0.4
19690326,0.024,0.6377,-0.1565,-0.1659,-0.0423,-0.0689,0.78
19690327,0.024,0.6794,-0.0911,-0.1243,0.2708,0.0846,0.46
19690328,0.024,0.3945,0.2291,-0.074,0.1598,0.0638,0.2
19690401,0.0231,-0.1355,0.2417,0.2767,0.5276,-0.0892,-0.03
19690402,0.0231,-0.7053,0.024,-0.005,0.1445,0.1353,-0.16
19690403,0.0231,-0.0871,0.107,0.0386,-0.073,-0.0419,0.17
19690407,0.0231,-0.8717,-0.42,0.1395,0.1424,0.1458,-0.1
19690408,0.0231,0.2091,-0.1141,-0.0196,-0.2357,-0.0271,0.5
19690409,0.0231,0.7887,-0.1252,-0.142,0.2346,0.0318,0.41
19690410,0.0231,0.4569,-0.0517,0.0598,0.2413,0.1552,0.16
19690411,0.0231,0.0893,0.0515,0.0013,-0.067,-0.0551,0.13
19690414,0.0231,-0.1404,-0.0954,0.2505,-0.0454,-0.2289,-0.18
19690415,0.0231,-0.0952,-0.0141,0.0995,0.2573,0.0925,0.02
19690416,0.0231,-0.8986,0.1718,0.1748,-0.1191,0.1535,-0.44
19690417,0.0231,0.1173,-0.05,0.1763,-0.0536,-0.1307,0.14
19690418,0.0231,0.388,-0.0881,-0.0865,-0.0245,0.0517,0.09
19690421,0.0231,-0.7682,-0.4181,0.3506,0.2633,0.422,-0.24
19690422,0.0231,0.167,-0.3832,0.0208,-0.1304,-0.2174,0.02
19690423,0.0231,0.1021,0.3874,-0.357,0.0699,0.0668,0.37
19690424,0.0231,0.4216,0.0974,-0.1731,0.2496,-0.2267,-0.19
19690425,0.0231,0.4475,-0.0193,-0.2506,-0.2782,0.0038,-0.03
19690428,0.0231,0.3439,0.0802,0.068,0.5676,0.0549,0.19
19690429,0.0231,0.8343,0.2308,-0.068,0.1122,0.0713,0.37
19690430,0.0231,0.8603,0.2222,-0.0365,0.1498,-0.5454,0.36
19690501,0.0248,-0.1024,0.076,0.3753,-0.2276,0.1535,0.15
19690502,0.0248,0.4632,0.0342,-0.0487,0.0352,0.0059,-0.06
19690505,0.0248,0.4506,0.2661,0.0488,0.2792,0.1791,0.2
19690506,0.0248,0.4505,0.0255,-0.2036,-0.1296,-0.1333,0.22
19690507,0.0248,-0.2082,0.048,-0.028,-0.2706,-0.3193,-0.2
19690508,0.0248,0.3369,-0.1083,-0.1085,0.0612,-0.0084,-0.05
19690509,0.0248,0.089,-0.1886,0.3601,-0.0535,0.178,0.04
19690512,0.0248,-0.2008,-0.198,0.5049,0.393,-0.0013,0
19690513,0.0248,0.4012,-0.0863,-0.0006,0.1088,-0.0055,0.17
19690514,0.0248,0.6831,-0.2134,0.0189,0.056,-0.1307,0.22
19690515,0.0248,-0.3054,0.0997,0.042,-0.1323,-0.0708,0.09
19690516,0.0248,0.0186,-0.2598,-0.0033,0.0635,0.1816,-0.06
19690519,0.0248,-0.8775,0.2863,0.1304,-0.169,-0.1283,-0.13
19690520,0.0248,-0.8459,0.2487,0.0646,0.1646,-0.1766,0.1
19690521,0.0248,0.4184,0.0675,0.1516,-0.0486,-0.4807,0.22
19690522,0.0248,0.184,0.1034,0.1129,0.0477,0.5595,0.24
19690523,0.0248,-0.0253,-0.0201,0.1525,0.3671,0.6342,-0.22
19690526,0.0248,-0.206,-0.0718,-0.1399,0.0127,-0.0323,-0.03
19690527,0.0248,-0.7928,-0.0408,-0.116,0.0286,-0.2289,-0.15
19690528,0.0248,-0.2662,0.2545,-0.1741,-0.2714,-0.0226,0.14
19690529,0.0248,0.2246,0.044,0.2466,-0.3872,-0.2058,0.53
19690602,0.0244,-0.5397,0.0083,-0.1915,-0.0588,0.191,-0.07
19690603,0.0244,-0.3351,-0.2218,0.175,0.1549,-0.2375,-0.02
19690604,0.0244,-0.052,0.0093,-0.0224,0.0584,-0.0828,0.17
19690605,0.0244,0.0756,-0.2004,-0.1522,0.2417,-0.2114,-0.2
19690606,0.0244,-0.6874,-0.0392,0.1962,0.5339,0.2645,-0.11
19690609,0.0244,-0.9747,-0.2074,0.0881,0.2552,0.2608,-0.09
19690610,0.0244,-0.7872,-0.0656,0.1521,-0.0242,-0.0082,-0.14
19690611,0.0244,-0.9999,-0.3776,0.1159,-0.0738,0.119,0.08
19690612,0.0244,-1.4158,-0.5183,-0.2088,-0.0548,0.017,-0.62
19690613,0.0244,0.3048,-0.1811,-0.1507,-0.0051,-0.1314,0.14
19690616,0.0244,-0.3966,-0.2793,-0.2544,0.2871,0.5717,-0.42
19690617,0.0244,-0.5258,-0.6065,0.2173,0.3724,0.2143,-0.28
19690618,0.0244,-0.2226,-0.0993,-0.1301,0.3262,0.3078,0.07
19690619,0.0244,-0.8701,-1.0152,0.5033,0.196,0.6155,-0.29
19690620,0.0244,-0.7371,-0.5341,0.2855,0.4747,0.7248,-0.14
19690623,0.0244,-0.6587,-0.8669,0.029,0.3616,0.016,-0.12
19690624,0.0244,1.0942,0.0877,-0.2494,0.0434,-0.0417,-0.05
19690625,0.0244,-0.4048,-0.1225,0.027,0.201,0.4013,-0.09
19690626,0.0244,0.1703,-0.1786,-0.4555,0.2501,-0.2021,0.12
19690627,0.0244,0.0765,0.0699,-0.2132,0.2078,0.0508,-0.03
19690630,0.0244,0.4574,0.2563,-0.3683,-0.2223,-0.2299,-0.45
19690701,0.0262,0.4544,0.0983,-0.5613,-0.6878,-0.6398,0.42
19690702,0.0262,0.8554,0.3474,-0.2114,0.3659,0.2065,0.4
19690703,0.0262,0.7416,0.4518,-0.1601,-0.113,-0.0481,0
19690707,0.0262,-0.6827,0.2433,0.3899,0.4516,0.8636,0.25
19690708,0.0262,-1.3813,0.0559,0.4676,0.0922,0.354,0.48
19690709,0.0262,-0.7972,-0.0862,0.4024,0.0814,0.0027,0.1
19690710,0.0262,-1.6064,-0.3191,0.451,0.2131,0.4924,0.48
19690711,0.0262,0.2866,-0.3645,0.1815,0.3789,0.557,-0.24
19690714,0.0262,-1.37,-0.1385,0.5077,-0.0304,0.6311,0.23
19690715,0.0262,-0.4336,-0.5281,-0.1253,0.3042,0.1132,-0.14
19690716,0.0262,1.0651,-0.0599,-0.2613,-0.2641,-0.388,-0.17
19690717,0.0262,0.525,-0.2383,0.1776,0.3598,0.0982,0.45
19690718,0.0262,-0.7843,0.3205,0.0175,-0.1301,0.089,0.39
19690722,0.0262,-1.5734,0.3081,0.5749,0.5126,0.8946,0.58
19690723,0.0262,-0.5285,-0.7503,-0.3047,0.0505,-0.0816,-0.06
19690724,0.0262,-0.4231,0.0876,0.377,0.4297,0.2909,0.27
19690725,0.0262,-1.0371,-0.1773,0.7462,0.4784,0.7768,0.32
19690728,0.0262,-2.2538,-1.3803,0.7881,0.4783,1.254,0.43
19690729,0.0262,-0.9284,-1.1142,0.28,-0.1062,0.0114,0.01
19690730,0.0262,0.5233,0.0681,-0.8118,-0.4223,-0.6662,-0.26
19690731,0.0262,2.2177,0.132,-0.7021,-0.211,-1.0964,-0.27
19690801,0.028,1.9622,0.6812,-0.8518,-0.2506,-0.5593,-0.49
19690804,0.028,-0.5357,0.2557,0.4601,0.367,-0.0078,0.52
19690805,0.028,0.4196,-0.4608,-0.5744,0.3372,0.1872,0.31
19690806,0.028,0.6475,-0.1573,-0.3069,-0.0567,-0.2211,0.27
19690807,0.028,0.0836,0.0536,0.073,0.0649,0.1293,-0.01
19690808,0.028,-0.0305,0.0957,0.1621,0.1012,0.1028,0.18
19690811,0.028,-0.598,0.1241,0.0516,0.0654,-0.0834,0.27
19690812,0.028,-0.8266,0.0035,0.0303,0.4546,0.3876,0.46
19690813,0.028,0.0224,-0.2653,-0.6103,-0.111,-0.1411,0.48
19690814,0.028,0.7494,0.2472,-0.5258,-0.1256,-0.5408,0.16
19690815,0.028,0.809,-0.2306,0.0667,0.2819,-0.127,-0.02
19690818,0.028,0.7186,0.2242,-0.2271,-0.0194,-0.1095,-0.21
19690819,0.028,0.5369,0.2274,0.0128,-0.0573,-0.204,-0.46
19690820,0.028,-0.0185,0.0933,0.035,0.1253,0.194,0.21
19690821,0.028,0.2441,0.1238,-0.04,0.0677,-0.1022,0.15
19690822,0.028,0.6447,-0.1386,-0.3415,-0.4175,-0.2267,-0.11
19690825,0.028,-0.9367,0.6192,0.5273,0.0246,0.2018,0.1
19690826,0.028,-0.741,-0.171,-0.0833,0.0224,0.2175,0.27
19690827,0.028,0.266,-0.043,-0.2358,-0.1247,-0.2258,-0.39
19690828,0.028,0.4019,-0.2397,-0.0659,0.107,-0.152,-0.01
19690829,0.028,0.7203,-0.0683,-0.0881,-0.5054,-0.6927,-0.64
19690902,0.0278,-0.1062,-0.0207,0.1259,-0.0615,0.1297,-0.03
19690903,0.0278,-0.7099,-0.0405,0.4348,0.3394,0.1718,0.27
19690904,0.0278,-0.8673,0.0959,0.2649,0.5433,0.5999,0.6
19690905,0.0278,-0.6464,-0.0124,0.1218,0.1443,0.1265,0.17
19690908,0.0278,-1.0681,0.1486,0.5819,0.4402,0.6783,0.41
19690909,0.0278,0.7417,-0.3849,-0.6985,-0.1069,0.0442,0.06
19690910,0.0278,1.6431,-0.5849,-0.6513,-0.4122,-0.9064,-0.37
19690911,0.0278,-0.7002,0.4163,0.2856,0.0576,0.3367,0.17
19690912,0.0278,0.0583,-0.234,-0.2253,-0.2191,-0.0795,0.04
19690915,0.0278,0.6201,-0.1827,-0.1654,-0.0478,-0.3861,0.16
19690916,0.0278,0.1173,0.2397,0.1039,0.4335,0.5334,0.07
19690917,0.0278,-0.313,0.1851,-0.0394,0.2816,0.3023,0.24
19690918,0.0278,0.2809,-0.2009,-0.2182,-0.1547,0.203,-0.02
19690919,0.0278,0.3523,0.1151,-0.2633,-0.1298,-0.0543,0.09
19690922,0.0278,0.4088,-0.1847,-0.2811,0.5868,0.2505,0.3
19690923,0.0278,-0.0121,0.4411,-0.1339,0.0589,0.1537,-0.13
19690924,0.0278,-0.1883,0.2251,-0.2006,0.0625,-0.0491,0.29
19690925,0.0278,-0.7489,0.3843,0.939,0.0566,0.5553,0.04
19690926,0.0278,-0.6998,0.186,0.0448,-0.0091,0.1245,0.02
19690929,0.0278,-0.7302,-0.1026,0.2644,0.0658,0.1459,0.44
19690930,0.0278,-0.3136,0.1754,-0.2392,0.158,-0.0963,0.15
19691001,0.0248,-0.6298,0.1012,0.0872,0.1134,0.3759,0.24
19691002,0.0248,0.8564,-0.23,-0.593,-0.5489,-0.6378,-0.17
19691003,0.0248,-0.08,-0.0729,-0.0399,0.2341,-0.1433,0.09
19691006,0.0248,0.1716,-0.1965,-0.5979,-0.0742,-0.2275,0.11
19691007,0.0248,-0.2324,0.0291,0.1126,0.3638,0.4233,0.04
19691008,0.0248,-0.5302,0.0955,0.1092,0.3496,0.5431,0.46
19691009,0.0248,0.3302,-0.5008,-0.2864,0.0656,0.0218,0.04
19691010,0.0248,0.6452,0.2173,-0.3519,-0.141,-0.967,-0.35
19691013,0.0248,1.2482,0.373,-0.5501,-0.6689,-0.569,-1.2
19691014,0.0248,1.2816,0.1601,-0.0691,-0.3612,0.0056,-1.14
19691015,0.0248,0.0441,0.7562,0.641,0.251,-0.0319,0.02
19691016,0.0248,0.692,0.3946,0.3071,0.0756,-0.1829,-0.35
19691017,0.0248,-0.0885,0.333,0.0499,-0.1944,-0.1397,-0.13
19691020,0.0248,0.305,0.3988,-0.1507,-0.213,0.1695,-0.17
19691021,0.0248,0.7964,0.2994,-0.0714,0.0111,-0.0924,-0.37
19691022,0.0248,0.6118,-0.1027,0.2896,-0.2475,0.0632,-0.48
19691023,0.0248,-0.3342,0.144,0.1965,0.1906,0.2129,0.44
19691024,0.0248,0.6894,-0.0305,-0.2548,0.0302,-0.2849,0
19691027,0.0248,-0.1015,0.4809,-0.4107,0.0252,0.1219,-0.05
19691028,0.0248,-0.3055,-0.0999,0.245,-0.1929,-0.182,0.05
19691029,0.0248,-0.9007,0.1003,0.4977,0.0817,0.4424,0.49
19691030,0.0248,0.1729,-0.0414,-0.2998,-0.5119,0.0798,-0.36
19691031,0.0248,0.3395,0.0736,-0.2236,0.3711,-0.0546,-0.3
19691103,0.0289,-0.0726,-0.1858,0.2585,0.0712,0.1458,0.06
19691104,0.0289,0.0674,-0.0075,-0.5211,-0.0744,-0.1309,-0.12
19691105,0.0289,0.4594,-0.13,0.2223,0.1254,-0.181,-0.24
19691106,0.0289,0.1367,0.1399,0.0702,0.0165,-0.1738,0.19
19691107,0.0289,0.6495,0.1077,0.1309,0.4414,0.4812,0.31
19691110,0.0289,0.0619,-0.2789,0.2558,0.1137,0.4142,0.12
19691111,0.0289,-0.3735,0.0364,0.1959,0.3135,0.5377,0.33
19691112,0.0289,-0.1734,-0.1427,-0.0677,-0.0078,0.1442,0
19691113,0.0289,-0.5903,-0.1885,0.0223,0.0923,0.4895,0.42
19691114,0.0289,-0.4326,-0.0485,0.185,0.1215,-0.0153,0.33
